"evidence","login","id","savingTime","clientTime","uxLang","parameter","recommendedId","recommendedVideoId","recommendedAuthor","recommendedTitle","recommendedLength","recommendedDisplayL","recommendedLengthText","recommendedPubTime","recommendedRelativeS","recommendedViews","recommendedForYou","recommendedVerified","recommendationOrder","recommendedKind","watchedVideoId","watchedTitle","watchedAuthor","watchedChannel","watchedPubTime","watchedViews","watchedLike","watchedDislike","hoursOffset","experiment","pseudonym","step","top20","isAPItoo","thumbnail","qualitative"
2,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","11860adafebea9e6885cc50aa131fcfe4956b9f5","fp2_rlv-Xac","Revista Semana","Coronavirus: “Estaríamos llegando a 800 fallecidos para el 20 de abril”",12360,"3:26","3 minutes, 26 seconds",2020-03-26T04:02:57.000Z,61200,6967,"true","true",3,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/fp2_rlv-Xac/mqdefault.jpg","relevant"
3,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","fe92c4a36ad6cdb7f97c870fce865c07220bb76a","OOJqHPfG7pA","Science Insider","What Coronavirus Symptoms Look Like, Day By Day",19140,"5:19","5 minutes, 19 seconds",2020-03-19T21:02:57.000Z,604800,11662,"true","true",4,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/OOJqHPfG7pA/mqdefault.jpg","relevant"
4,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","f4f22530731c9d8aa4b14b4b06f9bbd9b9f3cf7d","IKnb5wEaQtA","Yahoo Finance","LIVE: The White House Coronavirus Task Force holds latest news conference","","","",2020-03-26T14:02:57.000Z,25200,150,"false","true",5,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/IKnb5wEaQtA/mqdefault.jpg","relevant"
5,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","8180575e273aad8654ff8cd50f3f9ad2a45a562d","ehNhVKPaMgY","NBC News","Watch Full Coronavirus Coverage: U.S. Response, Global Impact - March 26 | NBC News Now","","","",2020-03-26T01:02:57.000Z,72000,1134,"false","true",6,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/ehNhVKPaMgY/mqdefault.jpg","relevant"
6,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","6511f623197cf93448f1fd4d5ada48b95abbad33","6Af6b_wyiwI","TED","The next outbreak? We’re not ready | Bill Gates",31020,"8:37","8 minutes, 37 seconds",2016-03-26T21:02:57.000Z,126230400,18333,"true","true",7,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/6Af6b_wyiwI/mqdefault.jpg","linked"
7,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","69ce2ec226b987b57e5fadb88293ab06ea95e342","yifZtA3uF-E","Downshiftology","POACHED EGGS | how to poach an egg (perfectly)",28620,"7:57","7 minutes, 57 seconds",2019-03-26T21:02:57.000Z,31536000,8490,"true","true",8,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/yifZtA3uF-E/mqdefault.jpg","off-topic"
8,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","6ff955759b9dd09e03bedb00a358f0ad9c0176c2","tbAYN9zKIJQ","Good Morning Britain","Coronavirus Survivor Describes His Experience | Good Morning Britain",18360,"5:06","5 minutes, 6 seconds",2020-03-23T21:02:57.000Z,259200,355444,"false","true",9,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/tbAYN9zKIJQ/mqdefault.jpg","relevant"
9,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","60f4ffeba118001eafee3ae361efb775dc9f3bd9","5CRxyHU9Oxo","Doctor Mike","Doctor Fact-Checks Media On Coronavirus",34620,"9:37","9 minutes, 37 seconds",2020-03-12T21:02:57.000Z,1209600,4478,"true","true",10,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/5CRxyHU9Oxo/mqdefault.jpg","relevant"
10,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","ddf2c96d1610232f9a78889e5fd07a98286a8066","qNIMP5qeW3A","ABC News (Australia)","What is it like to actually have coronavirus? | 7.30",23100,"6:25","6 minutes, 25 seconds",2020-03-20T21:02:57.000Z,518400,426760,"true","true",11,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/qNIMP5qeW3A/mqdefault.jpg","relevant"
11,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","6a4fe45c001acfeca7220ca2741cfae4fc7e9ded","2JsWf-2nN1Y","Guardian News","Coronavirus: how do I know if I’m infected and what happens next?",7800,"2:10","2 minutes, 10 seconds",2020-03-20T21:02:57.000Z,518400,1030,"false","true",12,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/2JsWf-2nN1Y/mqdefault.jpg","relevant"
12,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","4171610cc537ac9d795d689eca7878bf7f6a5d9b","E8evf10Iwbg","ProTrainings UK","Coronavirus Signs and Symptoms",6360,"1:46","106 seconds",2020-03-19T21:02:57.000Z,604800,39544,"true","true",13,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/E8evf10Iwbg/mqdefault.jpg","relevant"
13,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","cd400d6ca69eb3d287b959bd1f6d5598177dbac7","I5-dI74zxPg","Mark Rober","How To See Germs Spread (Coronavirus)",37260,"10:21","10 minutes, 21 seconds",2020-03-19T21:02:57.000Z,604800,11084,"true","true",14,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/I5-dI74zxPg/mqdefault.jpg","relevant"
14,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","eaaf5bc5f4b8ae212ac8ae6c254e3734c80f6080","-Jrke-VVB-c","Global News","Coronavirus outbreak: Trump, U.S. task force update on COVID-19 response | LIVE","","","",2020-03-26T03:02:57.000Z,64800,477,"false","true",15,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/-Jrke-VVB-c/mqdefault.jpg","relevant"
15,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","d472e2b219ad438e7c90b4118a62cccae2f0889c","P_9DXEnEd-Q","Dr. Finch’s Lab","Viruses vs. Bacteria | What’s The Difference?",21000,"5:50","5 minutes, 50 seconds",2018-03-26T20:02:57.000Z,63072000,653881,"true","true",16,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/P_9DXEnEd-Q/mqdefault.jpg","linked"
16,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","933045ad27f11e76dce4e37ba532b1e9f4b30815","bE68xVXf8Kw","The New York Times","‘People Are Dying’: Battling Coronavirus Inside a N.Y.C. Hospital | NYT News",20040,"5:34","5 minutes, 34 seconds",2020-03-26T14:02:57.000Z,25200,610713,"false","true",17,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/bE68xVXf8Kw/mqdefault.jpg","relevant"
17,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","5408160e6b62af550a3e4985224fa15ce77b0ae4","T7TGH2rO9-Y","TRT World","My coronavirus story: a survivor shares her story",19680,"5:28","5 minutes, 28 seconds",2020-03-19T21:02:57.000Z,604800,516753,"false","true",18,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","true","https://i.ytimg.com/vi/T7TGH2rO9-Y/mqdefault.jpg","relevant"
18,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","cc31239f8f1940af239ac2a9b57e5d1c4d36e7f4","sB5XW4exTFE","Covenant Health","Pneumonia",16560,"4:36","4 minutes, 36 seconds",2015-03-26T21:02:57.000Z,157766400,1413,"true","true",19,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/sB5XW4exTFE/mqdefault.jpg","linked"
19,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","05bd59da16a7902593ec29a8ed552b54a62d6e8b","LcvmtZTZi6c","BBC News","Coronavirus: UK government unveils aid for self-employed - BBC News",140040,"38:54","38 minutes",2020-03-26T19:02:57.000Z,7200,6910,"false","true",20,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","true","false","https://i.ytimg.com/vi/LcvmtZTZi6c/mqdefault.jpg","relevant"
20,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","42247cf1ded30388aeb104af2f557e97b09e00ea","vdx4Jo0GCRU","Sky News","Coronavirus: Italian city’s warning to the rest of the world",17580,"4:53","4 minutes, 53 seconds",2020-03-23T21:02:57.000Z,259200,2890,"false","true",21,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","false","https://i.ytimg.com/vi/vdx4Jo0GCRU/mqdefault.jpg","relevant"
21,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","eba30e3540b788f2de0f45f58462b6581f754f4b","qNkjJHliMZo","BBC News","Coronavirus: Do face masks work? - BBC News",10320,"2:52","2 minutes, 52 seconds",2020-03-22T21:02:57.000Z,345600,487155,"false","true",22,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/qNkjJHliMZo/mqdefault.jpg","relevant"
22,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","11e1a9f6a2505286ff968275859dabc7c2f7bca5","1Kkw39g1pCQ","Sky News Australia","China ’willfully inflicted coronavirus upon the world’",21420,"5:57","5 minutes, 57 seconds",2020-03-20T21:02:57.000Z,518400,398881,"false","true",23,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/1Kkw39g1pCQ/mqdefault.jpg","relevant"
23,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","a60644fc68de50111ad6bfded12130dfa34a3c3e","xkyO1DTqoWQ","CNN","Dr. Fauci: You don’t make the timeline, the virus does",39480,"10:58","10 minutes, 58 seconds",2020-03-26T07:02:57.000Z,50400,841461,"false","true",24,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","false","https://i.ytimg.com/vi/xkyO1DTqoWQ/mqdefault.jpg","relevant"
24,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","2b5deb0efa0fb05e53a8560460b43d70261804a6","tK2SVBy3bEw","ITV News","How these patients won their battle against coronavirus | ITV News",7080,"1:58","118 seconds",2020-03-19T21:02:57.000Z,604800,30573,"false","true",25,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/tK2SVBy3bEw/mqdefault.jpg","relevant"
25,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","338e86ba3ac64d246c95d28c3478904357f6d019","mNB8zN5CQGc","NBC News","Tracing The Origin Of The Coronavirus | NBC News NOW",19680,"5:28","5 minutes, 28 seconds",2020-03-12T21:02:57.000Z,1209600,2325,"false","true",26,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/mNB8zN5CQGc/mqdefault.jpg","relevant"
26,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","7232277640ba99a9145d53dcdb6b5da9435aaa8a","xNDCaoC5gXA","Inside Edition","These Celebrities Have the Coronavirus",7860,"2:11","2 minutes, 11 seconds",2020-03-19T21:02:57.000Z,604800,675596,"false","true",27,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/xNDCaoC5gXA/mqdefault.jpg","linked"
27,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","fd10274b180ddc554a9ec8e4c138afaaa358ac05","6bTF0_GUsRg","Sky News","Coronavirus: Have two-thirds of us already had it?",8820,"2:27","2 minutes, 27 seconds",2020-03-25T21:02:57.000Z,86400,246584,"false","true",28,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/6bTF0_GUsRg/mqdefault.jpg","relevant"
28,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","4f96d1610b3527f2f8132c68cc4d34be0ef15990","vu4M_G-urqw","BBC News","US students party on spring break despite coronavirus - BBC News",6240,"1:44","104 seconds",2020-03-20T21:02:57.000Z,518400,230753,"false","true",29,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/vu4M_G-urqw/mqdefault.jpg","relevant"
29,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","6f6e360c681511abb5fa2f147f3899fd1d900005","9619qaAjLq4","The List","These Celebs Have Tested Positive For Coronavirus",19620,"5:27","5 minutes, 27 seconds",2020-03-19T21:02:57.000Z,604800,121050,"false","true",30,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/9619qaAjLq4/mqdefault.jpg","linked"
30,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","befb2fc8e1bf37b681def01ede44d38c9c2e8fe9","dkozG3IcXUU","Channel 4 News","Italian doctor on how virus ’exploded’, having coronavirus & how to fight it",48420,"13:27","13 minutes, 27 seconds",2020-03-21T21:02:57.000Z,432000,1906,"false","true",31,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/dkozG3IcXUU/mqdefault.jpg","relevant"
31,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","99db2b44989123c8ba3b6e9902eaae812c50fb28","eXJhvAtDVwI","Sky News","Coronavirus: In Bergamo the sirens never stop",16680,"4:38","4 minutes, 38 seconds",2020-03-25T23:02:57.000Z,79200,319907,"false","true",32,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","false","https://i.ytimg.com/vi/eXJhvAtDVwI/mqdefault.jpg","relevant"
32,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","0b81bb1627fe6d7c33cf7bc2592663ccb02349e1","-OdWMu_6jMg","Good Morning America","Actor Idris Elba tests positive for coronavirus l GMA Digital",7560,"2:06","2 minutes, 6 seconds",2020-03-19T21:02:57.000Z,604800,266672,"false","true",33,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/-OdWMu_6jMg/mqdefault.jpg","relevant"
33,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","b4978fc3bedae294a95e19526419275e85226896","lHYiE48DVA8","ABC News","Spring break partiers refusing to isolate amid coronavirus crisis draw concerns | Nightline",38100,"10:35","10 minutes, 35 seconds",2020-03-20T21:02:57.000Z,518400,1047,"false","true",34,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","false","https://i.ytimg.com/vi/lHYiE48DVA8/mqdefault.jpg","relevant"
34,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","0a7ea25950c434fb0304ca345e671a99cfe86126","6sOUg4Tg6kE","UrduPoint.com","What Is The Difference Between Normal Flu & Coronavirus? | Watch Important Video",31320,"8:42","8 minutes, 42 seconds",2020-03-19T21:02:57.000Z,604800,365274,"false","true",35,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/6sOUg4Tg6kE/mqdefault.jpg","relevant"
35,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","1f0c68f0bbc53a5ef39de3d7a758e9e4ddb61403","9xZYSjZiETE","Good Morning America","NBA star details coronavirus from isolation l GMA",24720,"6:52","6 minutes, 52 seconds",2020-03-19T21:02:57.000Z,604800,725034,"false","true",36,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/9xZYSjZiETE/mqdefault.jpg","relevant"
36,"false","ddf88c9e9eeff9fbbbcdee",2020-03-26T20:51:17.916Z,2020-03-26T21:02:27.000Z,"en","","1a7912a7e764970f010fcd77878703109e45c6be","NccmaDuCAcw","DW News","How is Africa coping with the coronavirus pandemic? | DW News",37980,"10:33","10 minutes, 33 seconds",2020-03-19T21:02:57.000Z,604800,400383,"false","true",37,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,680728,6327,222,46,"wetest1","milk-okra-cake","English","false","true","https://i.ytimg.com/vi/NccmaDuCAcw/mqdefault.jpg","relevant"
